Name,Label,Phone,Email,Address City,Address State,Address Country,OLX Company ID,OLX URL,Ads count,Sample titles,Note
Marseplast Sp. z o.o.,OLX-lead,,,Niepołomice,Małopolskie,Poland,231438019,https://www.olx.pl/oferta/praca/operator-wozka-widlowego-CID4-ID1aIrxb.html,1,Operator wózka widłowego,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator wózka widłowego
foresto,OLX-lead,,,Środa Wielkopolska,Wielkopolskie,Poland,1314889815,https://www.olx.pl/oferta/praca/pracownik-produkcyjno-montazowy-CID4-ID1aIrtG.html,1,Pracownik produkcyjno-montażowy,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcyjno-montażowy
Robert Fijoł,OLX-lead,,,Kraków,Małopolskie,Poland,64551998,https://www.olx.pl/oferta/praca/lakierowanie-proszkowe-CID4-ID1aIr1N.html,1,Lakierowanie proszkowe,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Lakierowanie proszkowe
IQ Metal,OLX-lead,,,Szczecin,Zachodniopomorskie,Poland,33143079,https://www.olx.pl/oferta/praca/prostowacz-konstrukcji-stalowych-CID4-ID1aIpJD.html,1,Prostowacz Konstrukcji Stalowych,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Prostowacz Konstrukcji Stalowych
Kasia,OLX-lead,,,Siedlce,Mazowieckie,Poland,2552388755,https://www.olx.pl/oferta/praca/praca-na-produkcji-stawka-38-40-zl-netto-h-CID4-ID1aIniZ.html,1,Praca na produkcji stawka 38-40 zł netto / h,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca na produkcji stawka 38-40 zł netto / h
Aneta Nowicz,OLX-lead,,,Krzywiec,Łódzkie,Poland,2062625037,https://www.olx.pl/oferta/praca/pracownik-na-produkcje-stolarnia-CID4-ID1aIly1.html,1,Pracownik na produkcję - stolarnia,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik na produkcję - stolarnia
OFO Sp. z o.o.,OLX-lead,,,Zalesie Barcińskie,Kujawsko-pomorskie,Poland,248539013,https://www.olx.pl/oferta/praca/zatrudnimy-osobe-do-pracy-na-produkcji-CID4-ID1aIl58.html,1,Zatrudnimy osobę do pracy na produkcji.,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Zatrudnimy osobę do pracy na produkcji.
CREO SP. Z O.O.,OLX-lead,,,Głogów Małopolski,Podkarpackie,Poland,2549100588,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID1aIjEV.html,1,Pracownik produkcji,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji
Alina,OLX-lead,,,Radomyśl Wielki,Podkarpackie,Poland,852177,https://www.olx.pl/oferta/praca/pracownik-na-rozbior-miesa-do-malej-masarni-CID4-ID1aIi04.html,1,Pracownik na rozbiór mięsa do małej masarni,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik na rozbiór mięsa do małej masarni
mmroz,OLX-lead,,,Prażmów,Mazowieckie,Poland,2546325026,https://www.olx.pl/oferta/praca/pracownik-do-przygotowywania-zamowien-ciasta-i-desery-CID4-ID1aIgwX.html,1,Pracownik do przygotowywania zamówień – ciasta i desery,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik do przygotowywania zamówień – ciasta i desery
Kadry,OLX-lead,,,Umiastów,Mazowieckie,Poland,412903255,https://www.olx.pl/oferta/praca/kolorysta-lakierow-do-drewna-pracownik-magazynu-doradca-CID4-ID1aHNo2.html,1,Kolorysta lakierów do drewna/pracownik magazynu/doradca,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Kolorysta lakierów do drewna/pracownik magazynu/doradca
Agnieszka,OLX-lead,,,Piekary Śląskie,Śląskie,Poland,1311129809,https://www.olx.pl/oferta/praca/poszukujemy-osob-do-produkcji-kanapek-CID4-ID1aHIYY.html,1,Poszukujemy osób do produkcji kanapek,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Poszukujemy osób do produkcji kanapek
Meble KARO,OLX-lead,,,Kępno,Wielkopolskie,Poland,84207465,https://www.olx.pl/oferta/praca/zatrudnimy-pracownikow-do-pakowania-lozek-pakowacz-pakowanie-CID4-ID1aHIxr.html,1,Zatrudnimy pracowników do pakowania łóżek / PAKOWACZ / PAKOWANIE,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Zatrudnimy pracowników do pakowania łóżek / PAKOWACZ / PAKOWANIE
Vertograd - Juice,OLX-lead,,,Rawa Mazowiecka,Łódzkie,Poland,1365734043,https://www.olx.pl/oferta/praca/laborant-laborantka-bez-doswiadczenia-CID4-ID1aHE3I.html,1,Laborant / Laborantka / Bez doświadczenia,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Laborant / Laborantka / Bez doświadczenia
Maloňková Nela,OLX-lead,,,Bystrzyca Kłodzka,Dolnośląskie,Poland,289018454,https://www.olx.pl/oferta/praca/pracownik-ca-montazu-praca-w-czechach-od-zaraz-CID4-ID1aHD1h.html,1,Pracownik/ca montażu – praca w Czechach od ZARAZ!,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik/ca montażu – praca w Czechach od ZARAZ!
Władysław,OLX-lead,,,Warszawa,Mazowieckie,Poland,74427044,https://www.olx.pl/oferta/praca/stolarnia-zatrudni-pracownika-CID4-ID1aHAPm.html,1,Stolarnia zatrudni pracownika,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Stolarnia zatrudni pracownika
Bożena Wilkos-Szustka,OLX-lead,,,Dzierżoniów,Dolnośląskie,Poland,832879211,https://www.olx.pl/oferta/praca/mlodszy-technik-techniczka-jakosci-CID4-ID1aHAaO.html,1,Młodszy Technik/Techniczka Jakości,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Młodszy Technik/Techniczka Jakości
rekrutacja,OLX-agencja,,,Suwałki,Podlaskie,Poland,1135781028,https://www.olx.pl/oferta/praca/zatrudnimy-operatorow-maszyn-CID4-ID1aHyoO.html,1,zatrudnimy operatorów maszyn,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: zatrudnimy operatorów maszyn
WAMEL Silniki Elektryczne Sp. z o.o.,OLX-lead,,,Janki,Mazowieckie,Poland,24805969,https://www.olx.pl/oferta/praca/poszukiwani-szlifierzy-tokarze-uzwajacze-i-pracownicy-na-produkcje-CID4-ID1aHvXe.html,1,"Poszukiwani szlifierzy/tokarze, uzwajacze i pracownicy na produkcje","OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Poszukiwani szlifierzy/tokarze, uzwajacze i pracownicy na produkcje"
Fokus s.c.,OLX-lead,,,Gdańsk,Pomorskie,Poland,83980779,https://www.olx.pl/oferta/praca/produkcja-stolarnia-CID4-ID1aHqQT.html,1,Produkcja stolarnia,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Produkcja stolarnia
Jakub Skibiński,OLX-lead,,,Kowal,Kujawsko-pomorskie,Poland,74709008,https://www.olx.pl/oferta/praca/pracownik-produkcji-pelen-etat-CID4-ID1aHokb.html,1,Pracownik produkcji – pełen etat,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji – pełen etat
Paweł Guski,OLX-lead,,,Podleśna,Warmińsko-mazurskie,Poland,2546582446,https://www.olx.pl/oferta/praca/praca-kamieniarz-stale-zatrudnienie-od-zaraz-CID4-ID1aHlgF.html,1,Praca: Kamieniarz | Stałe zatrudnienie | Od zaraz,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca: Kamieniarz | Stałe zatrudnienie | Od zaraz
Pieczarkarnia,OLX-lead,,,Mrągowo,Warmińsko-mazurskie,Poland,816666353,https://www.olx.pl/oferta/praca/brygadzista-brygadzistka-w-pieczarkarni-CID4-ID1aGuIC.html,1,Brygadzista / Brygadzistka w pieczarkarni,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Brygadzista / Brygadzistka w pieczarkarni
Robert,OLX-lead,,,Gryfice,Zachodniopomorskie,Poland,23130287,https://www.olx.pl/oferta/praca/brygadzista-ekipy-myjacej-zmianowa-dodatkowa-19-23-23-3-okolice-golczewa-CID4-ID1aGhfc.html,1,"Brygadzista ekipy myjącej  zmianowa/dodatkowa 19-23 , 23-3 okolice Golczewa","OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Brygadzista ekipy myjącej  zmianowa/dodatkowa 19-23 , 23-3 okolice Golczewa"
Robert,OLX-lead,,,Kady,Mazowieckie,Poland,8893407,https://www.olx.pl/oferta/praca/pracownik-produkcji-stabilne-zatrudnienie-CID4-ID1aG7St.html,1,Pracownik Produkcji – Stabilne zatrudnienie,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Produkcji – Stabilne zatrudnienie
Przemek,OLX-lead,,,Sulejówek,Mazowieckie,Poland,45945551,https://www.olx.pl/oferta/praca/praca-pakowanie-produktow-sulejowek-CID4-ID1aFAFn.html,1,Praca pakowanie produktów - Sulejówek,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca pakowanie produktów - Sulejówek
Volex Poland,OLX-lead,,,Bydgoszcz,Kujawsko-pomorskie,Poland,41687773,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-praca-od-poniedzialku-do-piatku-CID4-ID1aFzG2.html,1,Pracownik Produkcji (k/m) - praca od poniedziałku do piątku,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Produkcji (k/m) - praca od poniedziałku do piątku
Marcin,OLX-lead,,,Mokronos Dolny,Dolnośląskie,Poland,59674211,https://www.olx.pl/oferta/praca/pracownik-produkcji-operator-ka-maszyn-8-16-CID4-ID1aFzrj.html,1,Pracownik produkcji / Operator/ka maszyn 8-16,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji / Operator/ka maszyn 8-16
Mariusz,OLX-lead,,,Warszawa,Mazowieckie,Poland,74176550,https://www.olx.pl/oferta/praca/operator-ka-wezla-betoniarskiego-CID4-ID1aFxNn.html,1,Operator/ka węzła betoniarskiego,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/ka węzła betoniarskiego
Katarzyna Niemczykowska,OLX-lead,,,Kraków,Małopolskie,Poland,2546480454,https://www.olx.pl/oferta/praca/pracownik-na-produkcji-stale-zatrudnienie-umowa-o-prace-CID4-ID1aFrXo.html,1,Pracownik na Produkcji - stałe zatrudnienie umowa o pracę,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik na Produkcji - stałe zatrudnienie umowa o pracę
Agnieszka,OLX-lead,,,Warszawa,Mazowieckie,Poland,2546845744,https://www.olx.pl/oferta/praca/operator-maszyn-suwnicowy-CID4-ID1aFqz5.html,1,Operator maszyn (Suwnicowy),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator maszyn (Suwnicowy)
Tomasz Kędzior,OLX-lead,,,Legnica,Dolnośląskie,Poland,683029527,https://www.olx.pl/oferta/praca/operator-prasy-krawedziowej-CID4-ID1aFpZx.html,1,Operator prasy krawędziowej,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator prasy krawędziowej
Enter Radosław Bednarski,OLX-lead,,,Raszyn,Mazowieckie,Poland,1217258980,https://www.olx.pl/oferta/praca/zatrudnie-krawcow-krawcowe-szwaczki-CID4-ID1aFpDd.html,1,Zatrudnie krawcow krawcowe szwaczki,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Zatrudnie krawcow krawcowe szwaczki
janusz,OLX-lead,,,Wielopole Skrzyńskie,Podkarpackie,Poland,83645521,https://www.olx.pl/oferta/praca/przyjme-pracownika-do-kostki-brukowej-ogrodzen-CID4-ID1aFldT.html,1,"Przyjmę pracownika do kostki brukowej, ogrodzeń","OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Przyjmę pracownika do kostki brukowej, ogrodzeń"
Oleh,OLX-lead,,,Wrocław,Dolnośląskie,Poland,2540216163,https://www.olx.pl/oferta/praca/magazynier-magazynierka-stala-praca-26-netto-rbh-CID4-ID1aFgfV.html,1,"Magazynier/ magazynierka, stała praca, 26 netto/rbh","OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Magazynier/ magazynierka, stała praca, 26 netto/rbh"
Jan,OLX-lead,,,Krosna-Wieś,Mazowieckie,Poland,14605095,https://www.olx.pl/oferta/praca/praca-przy-produkcji-palet-drewnianych-CID4-ID1aF3Lj.html,1,Praca przy produkcji palet drewnianych,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca przy produkcji palet drewnianych
TiA sp. z o.o.,OLX-lead,,,Przeworsk,Podkarpackie,Poland,1229746928,https://www.olx.pl/oferta/praca/operator-wtryskarki-i-maszyn-pakujacych-wyroby-z-tworzyw-sztucznych-CID4-ID1aF3gF.html,1,Operator Wtryskarki i Maszyn Pakujących Wyroby z Tworzyw Sztucznych,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator Wtryskarki i Maszyn Pakujących Wyroby z Tworzyw Sztucznych
Jan,OLX-lead,,,Wrocław,Dolnośląskie,Poland,35278229,https://www.olx.pl/oferta/praca/operator-prasy-krawedziowej-operator-lasera-cnc-65-zl-netto-na-godzine-CID4-ID1aF1cG.html,1,Operator prasy krawędziowej Operator lasera CNC 65 zł netto na godzinę,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator prasy krawędziowej Operator lasera CNC 65 zł netto na godzinę
AVANTE Spółka Akcyjna,OLX-lead,,,Elbląg,Warmińsko-mazurskie,Poland,36665813,https://www.olx.pl/oferta/praca/avante-sa-wiodacy-producent-stolarki-pvc-i-alu-CID4-ID1aF0wT.html,1,AVANTE SA  - Wiodący producent stolarki  PVC  i ALU,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: AVANTE SA  - Wiodący producent stolarki  PVC  i ALU
DEBON sp. z o.o.,OLX-lead,,,Krzemieniewo,Wielkopolskie,Poland,654079364,https://www.olx.pl/oferta/praca/pracownik-dzialu-techniczno-konstrukcyjnego-CID4-ID1aF0ri.html,1,pracownik działu techniczno-konstrukcyjnego,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: pracownik działu techniczno-konstrukcyjnego
Marcin,OLX-lead,,,Kępno,Wielkopolskie,Poland,640515173,https://www.olx.pl/oferta/praca/pracownik-organizacji-wsparcia-dzialu-pakowania-jurek-meble-CID4-ID1aEZDE.html,1,Pracownik organizacji/wsparcia działu pakowania - JUREK MEBLE,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik organizacji/wsparcia działu pakowania - JUREK MEBLE
Agnieszka,OLX-lead,,,Stodzew,Mazowieckie,Poland,41374135,https://www.olx.pl/oferta/praca/specjalista-ds-specyfikacji-k-m-CID4-ID1aEZ6O.html,1,"Specjalista ds. Specyfikacji (K, M)","OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Specjalista ds. Specyfikacji (K, M)"
Dział Rekrutacji,OLX-agencja,,,Jonkowo,Warmińsko-mazurskie,Poland,1135814967,https://www.olx.pl/oferta/praca/operatorka-maszyn-i-urzadzen-produkcyjnych-pakowanie-k-m-umowa-o-prace-48105600zl-brutto-CID4-ID1aEYWS.html,1,Operatorka maszyn i urządzeń produkcyjnych - pakowanie [K/M] - umowa o pracę -  4810–5600zł brutto,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operatorka maszyn i urządzeń produkcyjnych - pakowanie [K/M] - umowa o pracę -  4810–5600zł brutto
Martez Sp. z o.o,OLX-lead,,,Środa Śląska,Dolnośląskie,Poland,2456287970,https://www.olx.pl/oferta/praca/operator-operatorka-maszyn-cnc-oferta-pracy-CID4-ID1aEYC4.html,1,Operator/ Operatorka maszyn CNC - oferta pracy,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/ Operatorka maszyn CNC - oferta pracy
Drimer,OLX-lead,,,Toruń,Kujawsko-pomorskie,Poland,1942358828,https://www.olx.pl/oferta/praca/pomocnik-operatora-maszyn-produkcyjnych-k-m-CID4-ID1aEXH0.html,1,Pomocnik operatora maszyn produkcyjnych (k/m),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pomocnik operatora maszyn produkcyjnych (k/m)
KORAL S.A.,OLX-lead,,,Ustronie Morskie,Zachodniopomorskie,Poland,582952309,https://www.olx.pl/oferta/praca/lider-liderka-linii-CID4-ID1aEXa3.html,1,Lider / Liderka Linii,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Lider / Liderka Linii
Paweł Majchrzak,OLX-lead,,,Dąbrowa Górnicza,Śląskie,Poland,2284237068,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID1aEVUh.html,1,Pracownik Produkcji,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Produkcji
Sentrex Sp. z o.o.,OLX-lead,,,Gogolin,Opolskie,Poland,2547099058,https://www.olx.pl/oferta/praca/magazynier-magazynierka-CID4-ID1aEVEz.html,1,Magazynier / Magazynierka,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Magazynier / Magazynierka
Marcegaglia Poland Sp. z o.o.,OLX-lead,,,Kluczbork,Opolskie,Poland,155735305,https://www.olx.pl/oferta/praca/operator-maszyn-marcegaglia-poland-sp-z-o-o-CID4-ID1aEVDf.html,1,Operator maszyn - Marcegaglia Poland Sp. z o.o.,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator maszyn - Marcegaglia Poland Sp. z o.o.
Sierosławski Group,OLX-lead,,,Mielec,Podkarpackie,Poland,43644709,https://www.olx.pl/oferta/praca/specjalista-specjalistka-ds-jakosci-CID4-ID1aEWN5.html,1,Specjalista/Specjalistka ds. jakości,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Specjalista/Specjalistka ds. jakości
Polatis,OLX-lead,,,Nawojowa Góra,Małopolskie,Poland,2551484415,https://www.olx.pl/oferta/praca/technik-jakosci-dostawcow-m-k-n-CID4-ID1aEUFj.html,1,Technik Jakości Dostawców (M/K/N),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Technik Jakości Dostawców (M/K/N)
Metbud-Ułęż,OLX-lead,,,Ułęż,Lubelskie,Poland,8882619,https://www.olx.pl/oferta/praca/operator-lasera-metbud-ulez-umowa-o-prace-CID4-ID1aEUEf.html,1,Operator lasera Metbud Ułęż umowa o pracę.,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator lasera Metbud Ułęż umowa o pracę.
Agata S.A.,OLX-lead,,,Mysiadło,Mazowieckie,Poland,30788605,https://www.olx.pl/oferta/praca/doradca-klienta-m-k-mysiadlo-CID4-ID1aEU54.html,1,Doradca Klienta (m/k) - Mysiadło,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Doradca Klienta (m/k) - Mysiadło
DSV Services Sp. z o.o.,OLX-lead,,,Stalowa Wola,Podkarpackie,Poland,74907852,https://www.olx.pl/oferta/praca/szukamy-pracownikow-produkcyjnych-uczymy-zawodu-atrakcyjne-wynagrodzenie-m-k-CID4-ID1aEU4y.html,1,"Szukamy pracowników produkcyjnych – uczymy zawodu! | atrakcyjne wynagrodzenie (M,K)","OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Szukamy pracowników produkcyjnych – uczymy zawodu! | atrakcyjne wynagrodzenie (M,K)"
Leszek,OLX-lead,,,Bydgoszcz,Kujawsko-pomorskie,Poland,442491285,https://www.olx.pl/oferta/praca/pracownik-produkcji-magazynier-CID4-ID1aEU16.html,1,Pracownik produkcji / Magazynier,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji / Magazynier
Magdalena Złotecka,OLX-lead,,,Żelechlin,Kujawsko-pomorskie,Poland,14844121,https://www.olx.pl/oferta/praca/zatrudnie-pracownika-CID4-ID1aESN0.html,1,Zatrudnię Pracownika,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Zatrudnię Pracownika
Sales HR,OLX-lead,,,Bochnia,Małopolskie,Poland,84546557,https://www.olx.pl/oferta/praca/pracownik-produkcyjny-nowy-zaklad-CID4-ID1aES58.html,1,Pracownik produkcyjny (nowy zakład),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcyjny (nowy zakład)
Justyna,OLX-lead,,,Koziegłówki,Śląskie,Poland,23624037,https://www.olx.pl/oferta/praca/praca-przy-dekoratoracji-choinek-sztucznych-CID4-ID1aEPN2.html,1,Praca przy dekoratoracji choinek sztucznych,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca przy dekoratoracji choinek sztucznych
SmakMAK Sp. z o.o.,OLX-lead,,,Strzyżewice,Wielkopolskie,Poland,81670767,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-CID4-ID1aEMtz.html,1,Pracownik produkcji (k/m),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji (k/m)
Anna Szczygieł,OLX-lead,,,Warszawa,Mazowieckie,Poland,835428768,https://www.olx.pl/oferta/praca/pracownik-montazu-pracowniczka-montazu-CID4-ID1aEKZE.html,1,Pracownik montażu/Pracowniczka montażu,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik montażu/Pracowniczka montażu
Jutrzenka Dobre Miasto,OLX-lead,,,Dobre Miasto,Warmińsko-mazurskie,Poland,438387176,https://www.olx.pl/oferta/praca/pracownik-pracownica-produkcji-CID4-ID1aEINN.html,1,Pracownik/Pracownica produkcji,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik/Pracownica produkcji
I.C.I. Polska Sp. z o.o. Sp. k,OLX-lead,,,Skarbimierz,Opolskie,Poland,727907469,https://www.olx.pl/oferta/praca/lider-liderka-produkcji-skarbimierz-CID4-ID1aEIya.html,1,Lider / Liderka produkcji Skarbimierz,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Lider / Liderka produkcji Skarbimierz
Dariusz,OLX-lead,,,Pecna,Wielkopolskie,Poland,2097470348,https://www.olx.pl/oferta/praca/praca-przy-produkcji-palet-CID4-ID1aEIhX.html,1,Praca przy produkcji palet,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca przy produkcji palet
Skład Opału ENEO Węgiel,OLX-lead,,,Polska Wieś,Wielkopolskie,Poland,244535935,https://www.olx.pl/oferta/praca/pracownik-placowy-CID4-ID1aEHHz.html,1,Pracownik placowy,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik placowy
Celsa „Huta Ostrowiec” Sp. z o.o.,OLX-lead,,,Ostrowiec Świętokrzyski,Świętokrzyskie,Poland,32263619,https://www.olx.pl/oferta/praca/osoba-na-na-stanowisko-operator-ka-urzadzen-ciagu-walcowniczego-celsa-huta-ostrowiec-CID4-ID1aEFSi.html,1,"osoba na na stanowisko operator / ka urządzeń ciągu walcowniczego, Celsa Huta Ostrowiec","OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: osoba na na stanowisko operator / ka urządzeń ciągu walcowniczego, Celsa Huta Ostrowiec"
bereco.podmurowka,OLX-lead,,,Żerków,Wielkopolskie,Poland,1440463714,https://www.olx.pl/oferta/praca/pracownik-produkcji-jarocin-okolice-CID4-ID1aEFCo.html,1,Pracownik produkcji Jarocin okolice,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji Jarocin okolice
Animex Foods sp z oo Oddział K4 w Kutnie,OLX-lead,,,Kutno,Łódzkie,Poland,2551059919,https://www.olx.pl/oferta/praca/wagowa-w-dziale-uau-CID4-ID1aEFAW.html,1,Wagowa w Dziale UAU,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Wagowa w Dziale UAU
k.żarkowska,OLX-lead,,,Komorniki,Dolnośląskie,Poland,2019579972,https://www.olx.pl/oferta/praca/logistyk-specjalista-ds-transportu-i-logistyki-m-k-CID4-ID1aEFpC.html,1,Logistyk / Specjalista ds. transportu i logistyki (M/K),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Logistyk / Specjalista ds. transportu i logistyki (M/K)
Dział Personalny,OLX-lead,,,Rypin,Kujawsko-pomorskie,Poland,346087707,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-n-CID4-ID1aEBup.html,1,Pracownik produkcji (k/m/n),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji (k/m/n)
Katarzyna,OLX-lead,,,Częstochowa,Śląskie,Poland,657425362,https://www.olx.pl/oferta/praca/operator-water-jet-CID4-ID1aEB04.html,1,Operator Water Jet,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator Water Jet
Grzegorz Bucior,OLX-lead,,,Warszawa,Mazowieckie,Poland,2547844006,https://www.olx.pl/oferta/praca/pracownik-produkcji-operator-maszyn-CID4-ID1aEAEM.html,1,"Pracownik produkcji, operator maszyn","OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji, operator maszyn"
Justyna,OLX-lead,,,Wiechlice,Lubuskie,Poland,41948399,https://www.olx.pl/oferta/praca/pracownik-pracowniczka-produkcji-prefabrykatow-betonowych-CID4-ID1aEyts.html,1,Pracownik / Pracowniczka produkcji prefabrykatów betonowych,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik / Pracowniczka produkcji prefabrykatów betonowych
