"Organization name",Phone,Email,Website,Address,"Address city","Address state","Address country",Label,"Liczba ofert OLX","Ostatnia oferta OLX","Pierwsza oferta OLX","OLX ID","Przykladowa oferta URL","Stanowiska (probka)"
Helena,"","","","","Ostrów",Mazowieckie,Polska,"Przemysł metalowy / obróbka",3,2026-05-08,2026-02-05,708029993,https://www.olx.pl/oferta/praca/praca-na-produkcji-umowa-o-prace-od-zaraz-CID4-ID19i8yA.html,"Operator maszyny CNC (m/k),Praca na produkcji - UMOWA O PRACĘ - Od zaraz,Operator maszyn produkcyjnych - bez doświadczenia "
"Job Impulse Polska Sp. z o.o.","","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",3,2026-05-07,2026-04-14,14355155,https://www.olx.pl/oferta/praca/operator-ka-maszyn-od-zaraz-CID4-ID1avATv.html,"Młodszy/a Operator/ka Maszyn,Operator/-ka Linii Produkcyjnej,Operator/-ka Maszyn - od zaraz"
"OK JOB Sp z oo","","","","",Mielec,Podkarpackie,Polska,"Produkcja ogólna",3,2026-05-04,2026-04-30,43505317,https://www.olx.pl/oferta/praca/osoba-do-szycia-i-montazu-poduszek-powietrznych-CID4-ID1ar6qS.html,"Osoba do szycia i montażu poduszek powietrznych,Mistrz / Kierownik zmiany,Operator/Operatorka"
Sebastian,"606 729 414","","","",Warszawa,Mazowieckie,Polska,"Przemysł metalowy / obróbka",3,2026-04-28,2025-09-22,49726699,https://www.olx.pl/oferta/praca/spawacz-pracownik-fizyczny-CID4-ID1apCdJ.html,"Pracownik fizyczny, operator wózka widłowego- prac,Operator maszyn do recyklingu- rozdrabniarki,Spawacz, Pracownik fizyczny"
Supplelab,"","","","","Wrocław","Dolnośląskie",Polska,"Produkcja ogólna",3,2026-04-28,2026-03-16,53518089,https://www.olx.pl/oferta/praca/pracownik-sekcji-nawazania-praca-stala-jednozmianowa-CID4-ID1apKp0.html,"Młodszy Technolog Produkcji (praca stała, jednozmi,Pracownik Sekcji Naważania [praca stała, jednozmia,Młodszy specjalista ds. Utrzymania Ruchu [praca st"
Jolanta,"","","","","Jarosław",Podkarpackie,Polska,"Produkcja ogólna",3,2026-04-21,2024-07-13,36540061,https://www.olx.pl/oferta/praca/specjalista-ds-utrzymania-ruchu-CID4-ID16rhiH.html,"Ślusarz-M/K Jarosław,Specjalista ds. utrzymania ruchu,Pracownik-M/K produkcji w zakładzie prefabrykacji"
"Hydro Aluminium Poland Operations Sp. z o.o. Zakład Nowa Sól","","","","","Nowa Sól",Lubuskie,Polska,"Elektryka / Automatyka / UR",3,2026-04-16,2022-03-31,25072429,https://www.olx.pl/oferta/praca/osoba-na-stanowisko-sortowacz-CID4-ID1aeSTV.html,"Osoba na stanowisko odlewacz stopów aluminiowych,Osoba na stanowisko elektromonter w dziale utrzyma,Osoba na stanowisko sortowacz"
"EFFECTOR S.A.","","","","","Wędkowy",Pomorskie,Polska,"Pakowanie / FMCG",3,2026-04-16,2016-06-10,41417163,https://www.olx.pl/oferta/praca/pakowacz-pakowaczka-CID4-ID1afagd.html,"Pakowacz/Pakowaczka,Kontroler ds. jakości (k/m),Operator (ka) produkcji - Effector Zakład w Wędkow"
Katarzyna,"","","","","Pruszków",Mazowieckie,Polska,"Przemysł metalowy / obróbka",3,2026-04-15,2025-09-04,76963567,https://www.olx.pl/oferta/praca/operator-prasy-krawedziowej-cnc-CID4-ID1ae37A.html,"Montażysta lekkich konstrukcji stalowych,Operator prasy krawędziowej CNC,Kontroler jakości konstrukcji spawanych"
"Claudie design Sp. z o.o. Sp. k.","","","","","Oborniki Śląskie","Dolnośląskie",Polska,"Elektryka / Automatyka / UR",3,2026-02-19,2024-10-14,27990163,https://www.olx.pl/oferta/praca/technik-utrzymania-ruchu-CID4-ID19sVVT.html,"Pracownik Produkcji - Pracownik z niepełnosprawnoś,Technik Utrzymania Ruchu,Automatyk - Claudie design"
"POLBRAM STEEL GROUP sp. z o.o. sp.k.","","","","","Pułtusk",Mazowieckie,Polska,"Produkcja ogólna",3,2026-02-13,2026-02-13,21935427,https://www.olx.pl/oferta/praca/osobe-na-stanowisko-przygotowania-produkcji-m-k-x-CID4-ID19ozko.html,"Osobę na stanowisko przygotowania produkcji (M/K/X"
"Hochland Polska","","","","","Kaźmierz",Wielkopolskie,Polska,"Produkcja ogólna",3,2026-02-10,2025-07-23,250426899,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-pon-pt-uop-10-premii-CID4-ID16Jix6.html,"Pracownik produkcji (K/M) | PON-PT| UOP + 10% prem,Pracownik Produkcji (K/M)  - bez „premii widmo” | ,Operator Procesu (K/M) Kaźmierz | Umowa o pracę| S"
"Okechamp SA","","","","",Jastrowie,Wielkopolskie,Polska,"Elektryka / Automatyka / UR",3,2026-02-03,2025-12-02,416299290,https://www.olx.pl/oferta/praca/pracownik-ca-produkcji-zbieracz-ka-grzybow-CID4-ID18vq8t.html,"Pracownik/-ca Produkcji - Zbieracz/-ka Grzybów,Elektryk w Dziale Utrzymania Ruchu (m/k)"
"Stalfa Sp.zo.o","","","","","Sokołów Podlaski",Mazowieckie,Polska,"Przemysł metalowy / obróbka",3,2025-12-23,2025-05-22,23156013,https://www.olx.pl/oferta/praca/praca-spawacz-mag-135-m-k-CID4-ID15V0Ja.html,"Praca Inspektor ds. Zapewnienia Jakości M/K,Praca Operator maszyn CNC M/K,Praca Spawacz MAG 135 M/K"
Emilia,"","","","","Inowrocław",Kujawsko-pomorskie,Polska,"Produkcja ogólna",3,2025-12-19,2025-12-19,15125497,https://www.olx.pl/oferta/praca/osoba-wykonujaca-prace-spawalnicze-tig-stal-nierdzewna-i-aluminium-CID4-ID18KknS.html,"Osoba do prac lakierniczych - pojazdy szynowe (lak,Osoba wykonująca prace spawalnicze MAG/TIG – stal ,Osoba wykonująca prace spawalnicze TIG stal nierdz"
"Solaris Bus and Coach sp. z o.o.","","","","","Bolechowo Osiedle",Wielkopolskie,Polska,"Przemysł metalowy / obróbka",3,2025-11-27,2022-10-12,885894611,https://www.olx.pl/oferta/praca/spawacz-spawaczka-mozliwosc-nauki-zawodu-solaris-bus-coach-CID4-IDRlI7o.html,"Monter/Monterka Podzespołów Bolechowo-Osiedle,Spawacz/ Spawaczka (możliwość nauki zawodu) Solari,Lakiernik/Lakierniczka, Dział Produkcji- Lakiernia"
"Europa Systems","","","","","Żabów",Zachodniopomorskie,Polska,"Przemysł metalowy / obróbka",3,2025-10-16,2025-05-28,560482258,https://www.olx.pl/oferta/praca/technolog-inzynier-procesow-produkcyjnych-CID4-ID17Siia.html,"Operator maszyn CNC,Technolog - Inżynier Procesów Produkcyjnych,Montażysta - Serwisant"
"Mirosław","","","","","Kunów","Świętokrzyskie",Polska,"Przemysł metalowy / obróbka",3,2025-10-15,2021-01-08,746555941,https://www.olx.pl/oferta/praca/spawacz-elementow-stalowych-CID4-ID17RsIV.html,"Operator maszyn CNC,Mechanik utrzymania ruchu/elektromechanik,Spawacz elementów stalowych"
MB-Pneumatyka,"","","","","Sulechów",Lubuskie,Polska,"Przemysł metalowy / obróbka",3,2025-10-13,2024-11-07,22466017,https://www.olx.pl/oferta/praca/pracownik-produkcji-do-przyuczenia-k-m-CID4-ID17PJsK.html,"Pracownik Montażu – do przyuczenia k/m,Pracownik produkcji do przyuczenia ( k/m),Operator CNC — poszukiwany (k/m)"
"Patrol Group","","","","","Wieluń","Łódzkie",Polska,"Logistyka / Transport",3,2025-08-22,2019-11-28,44895827,https://www.olx.pl/oferta/praca/ustawiacz-maszyn-m-k-CID4-ID178cr2.html,"Logistyk na  Produkcji  (K/M),Ustawiacz Maszyn (M/K),Praca na Produkcji"
"Grupa KGL","","","","",Klaudyn,Mazowieckie,Polska,"Produkcja ogólna",3,2025-06-04,2023-10-30,421208265,https://www.olx.pl/oferta/praca/pracownik-produkcji-pracowniczka-produkcji-dowoz-CID4-IDX77nK.html,"Pracownik Produkcji/Pracowniczka Produkcji - Dowóz"
"Veln HR","","","","","Oława","Dolnośląskie",Polska,"Pakowanie / FMCG",2,2026-05-25,2026-05-25,2536202047,https://www.olx.pl/oferta/praca/operator-maszyny-produkcyjnej-pakowacz-branza-papiernicza-wysokie-premie-mozliwosc-awansu-CID4-ID1aNJ0W.html,"Operator maszyny produkcyjnej / Pakowacz – branża "
Kospel,"","","","",Koszalin,Zachodniopomorskie,Polska,"Przemysł metalowy / obróbka",2,2026-05-25,2026-04-22,34343461,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID1ajW5j.html,"Pracownik produkcji,Operator CNC / Operatorka CNC"
Kalspaw,"","","","","Częstochowa","Śląskie",Polska,"Produkcja ogólna",2,2026-05-25,2026-05-21,401459807,https://www.olx.pl/oferta/praca/technolog-konstrukcji-stalowych-CID4-ID1aNJ1j.html,"Oferta pracy Pomocnik montera,Technolog konstrukcji stalowych"
"Renata Sowiak","","","","",Zgierz,"Łódzkie",Polska,"Produkcja ogólna",2,2026-05-23,2026-05-23,2552442160,https://www.olx.pl/oferta/praca/stolarnia-zatrudni-operatora-okleiniarki-z-doswadczeniem-CID4-ID1aMyD7.html,"pracownika produkcji  do przyuczenia -  obsługa ok,stolarnia zatrudni operatora okleiniarki z dośwadc"
"Fabryka Mebli MARS","","","","",Bralin,Wielkopolskie,Polska,Magazyn,2,2026-05-23,2026-02-14,33365677,https://www.olx.pl/oferta/praca/fabryka-mebli-mars-zatrudni-pracownika-krojowni-k-m-CID4-ID1aME6p.html,"Fabryka Mebli MARS zatrudni Magazyniera (K/M),Fabryka mebli MARS zatrudni Pracownika krojowni (k"
"POLOK Sp. z o.o.","","","","",Gliwice,"Śląskie",Polska,"Przemysł metalowy / obróbka",2,2026-05-23,2026-05-23,36223225,https://www.olx.pl/oferta/praca/regeneracja-czesci-silnikowych-obsluga-maszyn-cnc-pasjonaci-motoryzacyjny-CID4-ID1aMppP.html,"Regeneracja części silnikowych / obsługa maszyn CN,Mechanik / Mechaniczka obróbki skrawaniem – Operat"
Marlena,"","","","","Jastrzębie-Zdrój","Śląskie",Polska,"Przemysł metalowy / obróbka",2,2026-05-23,2026-05-20,871680917,https://www.olx.pl/oferta/praca/spawacz-bez-uprawnien-od-zaraz-transport-firmowy-trzyniec-CID4-ID1aJyhG.html,"Spawacz bez uprawnień - OD ZARAZ - transport firmo,Produkcja foteli do pociągów - od zaraz RÓŻNE STAN"
"Animex Foods Sp. z o.o. Oddział w Morlinach","","","","",Morliny,"Warmińsko-mazurskie",Polska,"Produkcja ogólna",2,2026-05-22,2026-05-14,1003830175,https://www.olx.pl/oferta/praca/pracownik-produkcji-w-dziale-produkcji-parowek-k-m-CID4-ID1aLyZi.html,"Pracownik Produkcji w Dziale Produkcji Parówek (k/,Pracownik Produkcji (k/m)"
"P.W. Budmet Nocoń Dariusz Nocoń, Adam Nocoń","","","","","Czeladź","Śląskie",Polska,"Przemysł metalowy / obróbka",2,2026-05-22,2024-07-31,1046993697,https://www.olx.pl/oferta/praca/osoba-na-stanowisku-slusarza-spawacza-kierowcy-kat-c-CID4-ID1aLDI1.html,"Osoba na stanowisko Ślusarza - spawacza konstrukcy,Osoba na stanowisku Ślusarza - Spawacza - Kierowcy"
Izabela,"","","","","Bogumiłów","Łódzkie",Polska,"Produkcja ogólna",2,2026-05-22,2026-05-11,1413816411,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-i-CID4-ID1aAaUC.html,"Operator linii (K/M/I),Pracownik produkcji (K/M/I)"
Sputnik,"","","","","Nowa Wieś Rzeczna",Pomorskie,Polska,"Produkcja ogólna",2,2026-05-22,2025-01-17,16159865,https://www.olx.pl/oferta/praca/technik-w-dziale-utrzymania-ruchu-CID4-ID13YVdP.html,"Stażysta/ praktykant/ osoba do przyuczenian w Dzia,Technik w dziale utrzymania ruchu"
"DBB Białe Błota","","","","","Białe Błota",Kujawsko-pomorskie,Polska,"Produkcja ogólna",2,2026-05-22,2026-04-20,1727439754,https://www.olx.pl/oferta/praca/pracownik-utrzymania-ruchu-m-k-CID4-ID1ail9b.html,"Pracownik utrzymania ruchu (M/K)"
"Katarzyna Kąkol","","","","",Katowice,"Śląskie",Polska,"Produkcja ogólna",2,2026-05-22,2026-05-13,2107740976,https://www.olx.pl/oferta/praca/operator-produkcji-montaz-CID4-ID1aCpFi.html,"Operator produkcji - montaż,Koordynator/Koordynatorka produkcji w branży meblo"
"Rolnik Sp. z o.o.","","","","",Orzesze,"Śląskie",Polska,"Produkcja ogólna",2,2026-05-22,2026-05-22,2206491072,https://www.olx.pl/oferta/praca/technik-produkcji-zywnosci-k-m-CID4-ID1aLRPl.html,"PRACOWNIK/PRACOWNICA DZIAŁU TECHNICZNEGO,TECHNIK PRODUKCJI ŻYWNOŚCI (k/m)"
"Maciej Roszak","","","","",Mikstat,Wielkopolskie,Polska,"Elektryka / Automatyka / UR",2,2026-05-22,2026-05-22,2350644833,https://www.olx.pl/oferta/praca/pracownik-ds-konfekcjonowania-i-przygotowania-materialow-marketingowych-CID4-ID1aLNWm.html,"Elektromechanik / Pracownik Utrzymania Ruchu,Pracownik ds. konfekcjonowania i przygotowania mat"
"Zinel Engineering Sp. z o.o.","","","","","Żelechów",Mazowieckie,Polska,"Przemysł metalowy / obróbka",2,2026-05-22,2026-05-22,2549986192,https://www.olx.pl/oferta/praca/spawacz-instalacji-rurowych-m-k-CID4-ID1aLyQY.html,"Spawacz instalacji rurowych (M/K),Inżynier/operator robota spawalniczego (M/K)"
"Aneta Pogorzelska","","","","",Kotla,"Dolnośląskie",Polska,"Logistyka / Transport",2,2026-05-22,2026-05-22,2551162771,https://www.olx.pl/oferta/praca/skrzynkowy-pracownik-logistyki-na-hali-m-f-d-CID4-ID1aLI0A.html,"Skrzynkowy - Pracownik Logistyki na Hali (m,f,d),Pracownik Zbioru (m,f,d)"
"Ster Sp. z o.o.","","","","","Łódź","Łódzkie",Polska,"Produkcja ogólna",2,2026-05-22,2026-05-18,268172777,https://www.olx.pl/oferta/praca/mlodszy-technik-laboratoryjny-CID4-ID1aLwBt.html,"Młodszy technik laboratoryjny,Konstruktor – dział kolejowy [K/M]"
"Mipromet SP. z o. o.","","","","","Masłomiąca","Małopolskie",Polska,"Przemysł metalowy / obróbka",2,2026-05-22,2025-09-26,26957077,https://www.olx.pl/oferta/praca/spawacz-slusarz-CID4-ID17CGPn.html,"Spawacz - ślusarz,osoba do programowania robota spawalniczego"
"PORTOS TR7 spółka z ograniczoną odpowiedzialnością","","","","",Kuchary,Wielkopolskie,Polska,"Produkcja ogólna",2,2026-05-22,2026-05-20,31776805,https://www.olx.pl/oferta/praca/mlodszy-specjalista-ds-rozliczania-produkcji-m-k-n-CID4-ID1aJHQl.html,"Młodszy specjalista ds. kontroli jakości (M/K/N),Młodszy specjalista ds. rozliczania produkcji (M/K"
"Aneta Szymaniuk","","","","","Białystok",Podlaskie,Polska,"Pakowanie / FMCG",2,2026-05-22,2026-05-21,320862070,https://www.olx.pl/oferta/praca/pracownik-pracowniczka-produkcji-CID4-ID1aKx4B.html,"Pracownik / Pracowniczka Produkcji,Pracownik / Pracowniczka ds. Pakowania i Kompletac"
Wipak,"","","","","Skarbimierz Osiedle",Opolskie,Polska,"Produkcja ogólna",2,2026-05-22,2026-05-22,329923465,https://www.olx.pl/oferta/praca/specjalista-prepress-wsparcie-produkcji-przygotowanie-do-druku-dtp-CID4-ID1aLQlO.html,"Młodszy Specjalista Pre-Press/Wsparcie produkcji/P,Specjalista Prepress / Wsparcie produkcji/ Przygot"
"What's Cooking Polska sp. z .o.o","","","","",Opole,Opolskie,Polska,"Produkcja ogólna",2,2026-05-22,2026-05-08,36087629,https://www.olx.pl/oferta/praca/technik-utrzymania-ruchu-k-m-system-pracy-weekendowej-CID4-ID1aLQT7.html,"Technik Utrzymania Ruchu (k/m) -system pracy weeke,Pracownik Produkcji (k/m)"
"Stoelzle Częstochowa Sp. z o.o.","","","","","Częstochowa","Śląskie",Polska,"Produkcja ogólna",2,2026-05-22,2026-03-17,394464693,https://www.olx.pl/oferta/praca/pracownik-produkcji-dzialu-przesortowania-k-m-CID4-ID19Pewj.html,"Operator Automatu Szklarskiego (K/M) Szkolenie w P,Pracownik Produkcji Działu Przesortowania (K/M)"
Kasia,"","","","","Jastrzębie-Zdrój","Śląskie",Polska,"Produkcja ogólna",2,2026-05-22,2025-03-20,438739997,https://www.olx.pl/oferta/praca/trzyniec-produkcja-bez-doswiadczenia-start-od-zaraz-CID4-ID150whK.html,"Produkcja Czechy – Atrakcyjne Wynagrodzenie i Prem,TRZYNIEC | PRODUKCJA | BEZ DOŚWIADCZENIA | START O"
AUTOPART,"","","","",Mielec,Podkarpackie,Polska,"Elektryka / Automatyka / UR",2,2026-05-22,2025-04-28,540193025,https://www.olx.pl/oferta/praca/mechanik-maszyn-i-urzadzen-produkcyjnych-CID4-ID15B9ZE.html,"Mechanik maszyn i urządzeń produkcyjnych,Elektryk w dziale Utrzymania Ruchu"
"JANTAR LTD Sp. z o.o.","","","","",Zdrada,Pomorskie,Polska,"Produkcja ogólna",2,2026-05-22,2026-03-11,685757854,https://www.olx.pl/oferta/praca/praca-technolog-zywnosci-k-m-w-branzy-rybnej-CID4-ID19JOk6.html,"Brygadzista w przetwórstwie rybnym (K/M),Praca. Technolog żywności (K/M) w branży rybnej"
Robert,"","","","",Rybnik,"Śląskie",Polska,"Produkcja ogólna",2,2026-05-22,2026-05-22,69593126,https://www.olx.pl/oferta/praca/pracownik-fizyczny-produkcja-CID4-ID1aLy4G.html,"Pracownik fizyczny produkcja,Brygadzista produkcja"
"Schüle Polska","","","","","Świebodzice","Dolnośląskie",Polska,"Przemysł metalowy / obróbka",2,2026-05-22,2026-05-22,77288019,https://www.olx.pl/oferta/praca/operator-maszyn-odlewniczych-CID4-ID1aLS3h.html,"Operator maszyn odlewniczych,Operator maszyn CNC (proste czynności)/kontrola ko"
"Zuzanna Smolińska","","","","","Koźmin Wielkopolski",Wielkopolskie,Polska,Magazyn,2,2026-05-22,2026-05-22,972463817,https://www.olx.pl/oferta/praca/operator-maszyn-pracownik-produkcji-CID4-ID1aLEib.html,"OPERATOR MASZYN / PRACOWNIK PRODUKCJI,MAGAZYNIER – OPERATOR WÓZKA WIDŁOWEGO / BELOWNICZY"
"Biomasa Partner Group Sp. z o.o.","","","","","Runowo Pomorskie",Zachodniopomorskie,Polska,"Elektryka / Automatyka / UR",2,2026-05-21,2026-04-10,1131439480,https://www.olx.pl/oferta/praca/mechanik-elektryk-m-k-CID4-ID1aKnd9.html,"Mechanik-Elektryk (m,k),Mechanik-Automatyk (K/M/N)"
"Biuro DKM","","","","",Katowice,"Śląskie",Polska,"Przemysł metalowy / obróbka",2,2026-05-21,2026-04-24,1356941167,https://www.olx.pl/oferta/praca/spawacz-niemcy-od-3000-euro-netto-na-reke-darmowe-zakwaterowanie-CID4-ID1aKMTy.html,"Spawacz Konstrukcji Stalowych – Dużo Godzin i Pewn,SPAWACZ Niemcy od 3000 Euro NETTO na rękę - DARMOW"
"Adex Beauty & Care Sp. z o. o.","694 617 182","","","","Iława","Warmińsko-mazurskie",Polska,"Produkcja ogólna",2,2026-05-21,2025-11-21,1991083374,https://www.olx.pl/oferta/praca/technolog-kosmetyczny-technolog-r-d-CID4-ID1aKusn.html,"Pracownik Działu Utrzymania Ruchu / Mechanik maszy,Technolog Kosmetyczny / Technolog R&D"
"Velvet WEST","","","","","Sulęcin",Lubuskie,Polska,"Produkcja ogólna",2,2026-05-21,2026-05-07,2551781361,https://www.olx.pl/oferta/praca/dobra-praca-w-velvet-west-ustawiacz-ustawiaczka-maszyn-produkcyjnych-CID4-ID1avMyi.html,"Dobra praca w Velvet WEST- Ustawiacz/Ustawiaczka M,Dobra praca w Velvet WEST- Operator/Operatorka Mas"
"KROSS S.A.","","","","",Przasnysz,Mazowieckie,Polska,"Produkcja ogólna",2,2026-05-21,2026-05-21,30604909,https://www.olx.pl/oferta/praca/pracownik-produkcji-operator-ka-maszyn-CID4-ID1aKokP.html,"Pracownik produkcji - operator/-ka maszyn,Brygadzista/-tka; Kierownik/-czka zmiany"
"DIG-NET Lenat sp. z o.o, sp.k","","","","","Namysłów",Opolskie,Polska,"Produkcja ogólna",2,2026-05-21,2026-04-29,43502177,https://www.olx.pl/oferta/praca/pracownik-produkcji-w-obszarze-pakowni-CID4-ID1aKhlK.html,"Pracownik produkcji w obszarze pakowni,Pracownik produkcji_pomocnik operatora"
"Meden-Inmed Sp. z o.o.","","","","",Koszalin,Zachodniopomorskie,Polska,Magazyn,2,2026-05-21,2026-05-20,43947445,https://www.olx.pl/oferta/praca/monter-monterka-CID4-ID1aJzbz.html,"Magazynier / Magazynierka,Monter / Monterka"
"Maczfit Foods Sp. z o.o.","","","","","Szymanów",Mazowieckie,Polska,"Produkcja ogólna",2,2026-05-21,2026-05-07,953654914,https://www.olx.pl/oferta/praca/operator-operatorka-linii-pakujacej-CID4-ID1aKybD.html,"Kontroler/ka Jakości,Operator / Operatorka Linii Pakującej"
"Pool Paradise","","","","",Szczurawice,Wielkopolskie,Polska,"Produkcja ogólna",2,2026-05-20,2026-05-13,2236349047,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID1aC0xU.html,"Kierownik produkcji,Pracownik produkcji"
"ITP Agency Group","","","","",Pabianice,"Łódzkie",Polska,"Produkcja ogólna",2,2026-05-20,2026-04-23,2551105520,https://www.olx.pl/oferta/praca/praca-przy-produkcji-w-ozorkowie-CID4-ID1aJGws.html,"Praca przy produkcji w OZORKOWIE,Praca od zaraz! Produkcja dżemów ! Zapraszamy prac"
Paulina,"","","","",Brzeg,Opolskie,Polska,"Elektryka / Automatyka / UR",2,2026-05-20,2026-05-18,2552377118,https://www.olx.pl/oferta/praca/pracownik-produkcji-montaz-filtrow-darmowy-dojazd-CID4-ID1aJJso.html,"pracownik produkcji -> montaż filtrów -> darmowy d,Elektryk -> atrakcyjne wynagrodzenie -> od zaraz"
Aleksandra,"","","","",Gliwice,"Śląskie",Polska,"Produkcja ogólna",2,2026-05-20,2025-10-31,28278679,https://www.olx.pl/oferta/praca/operator-ka-maszyn-polting-foam-4000-4600netto-premia-CID4-ID185oK7.html,"Operator/ka maszyn  - Polting Foam 4000 - 4600nett,Kierownik działu jakości"
"Del Piero Sp. z o.o.","","","","","Żory","Śląskie",Polska,Magazyn,2,2026-05-20,2026-04-14,30177069,https://www.olx.pl/oferta/praca/praca-w-magazynie-fabryki-motoryzacyjnej-studenci-uczniowie-zaoczni-CID4-ID1adl0n.html,"Praca w magazynie fabryki motoryzacyjnej,  studenc,Praca w kontroli jakości, studenci/uczniowie zaocz"
"Stella Pack S.A.","","","","",Niemce,Lubelskie,Polska,"Produkcja ogólna",2,2026-05-20,2026-05-08,357265,https://www.olx.pl/oferta/praca/platny-staz-w-dziale-r-d-research-and-development-CID4-ID1aJFPu.html,"Płatny STAŻ w dziale R&D (Research and Development,Operator/Operatorka maszyn"
"LENTEX SA","","","","",Lubliniec,"Śląskie",Polska,"Logistyka / Transport",2,2026-05-20,2026-05-15,38866701,https://www.olx.pl/oferta/praca/wozkowy-pracownik-produkcji-CID4-ID1aJCWW.html,"Wózkowy- pracownik produkcji,Pracownik Wsparcia Produkcji"
"LEONI Kabel Polska","","","","",Wierzbice,"Dolnośląskie",Polska,Magazyn,2,2026-05-20,2026-01-13,43853223,https://www.olx.pl/oferta/praca/pracownik-magazynu-k-m-CID4-ID1aJrU2.html,"Operator Maszyn Produkcyjnych (m/k),Pracownik Magazynu (k/m)"
